timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,price_doc,sq_metr,unit_price,log_price_doc,year,month
2011-09-20,42.0,28.0,2.0,,,,,,,Investment,Nagornoe,5900000,42.0,140476.190476,15.5904630784,2011,09
2011-09-22,59.0,33.0,10.0,,,,,,,Investment,other,7900000,59.0,133898.305085,15.882373444,2011,09
2011-09-22,44.0,29.0,4.0,,,,,,,Investment,Gol'janovo,5200000,44.0,118181.818182,15.4641693759,2011,09
2011-09-22,74.0,44.0,10.0,,,,,,,Investment,other,8200000,74.0,110810.810811,15.9196448342,2011,09
2011-09-22,39.0,39.0,7.0,,,,,,,Investment,other,5200000,39.0,133333.333333,15.4641693759,2011,09
2011-09-23,48.0,34.0,6.0,,,,,,,Investment,Severnoe Tushino,6250000,48.0,130208.333333,15.6480921817,2011,09
2011-09-23,32.0,18.0,3.0,,,,,,,Investment,other,5750000,32.0,179687.5,15.5647105867,2011,09
2011-09-23,34.0,19.0,11.0,,,,,,,Investment,other,6000000,34.0,176470.588235,15.6072701939,2011,09
2011-09-24,45.0,29.0,9.0,,,,,,,Investment,other,1050000,45.0,23333.3333333,13.8643016745,2011,09
2011-09-26,35.0,20.0,4.0,,,,,,,Investment,Otradnoe,5000000,35.0,142857.142857,15.4249486704,2011,09
2011-09-26,38.0,20.0,6.0,,,,,,,Investment,other,4700000,38.0,123684.210526,15.3630732794,2011,09
2011-09-26,73.0,38.0,15.0,,,,,,,OwnerOccupier,Bogorodskoe,8254400,73.0,113073.972603,15.9262570706,2011,09
2011-09-27,42.0,27.0,3.0,,,,,,,Investment,other,5900000,42.0,140476.190476,15.5904630784,2011,09
2011-09-27,40.0,20.0,12.0,,,,,,,Investment,Strogino,6200000,40.0,155000.0,15.6400600113,2011,09
2011-09-27,81.0,46.0,24.0,,,,,,,Investment,other,18300000,81.0,225925.925926,16.7224116725,2011,09
2011-09-28,38.0,34.0,2.0,,,,,,,Investment,other,4900000,38.0,128947.368421,15.4047459672,2011,09
2011-09-28,31.0,18.0,4.0,,,,,,,Investment,other,4400000,31.0,141935.483871,15.2971153262,2011,09
2011-09-28,39.0,19.0,1.0,,,,,,,Investment,other,3900000,39.0,100000.0,15.1764873675,2011,09
2011-09-28,39.0,20.0,1.0,,,,,,,Investment,Mar'ino,4850000,39.0,124358.974359,15.3944894691,2011,09
2011-09-29,37.0,19.0,9.0,,,,,,,Investment,Ljublino,5700000,37.0,154054.054054,15.5559769082,2011,09
2011-09-30,27.0,27.0,4.0,,,,,,,Investment,other,4300000,27.0,159259.259259,15.2741258132,2011,09
2011-09-30,33.0,18.0,2.0,,,,,,,Investment,other,4500000,33.0,136363.636364,15.319588177,2011,09
2011-09-30,33.0,18.0,9.0,,,,,,,Investment,other,2000000,33.0,60606.0606061,14.5086582385,2011,09
2011-09-30,45.0,30.0,5.0,,,,,,,Investment,other,6200000,45.0,137777.777778,15.6400600113,2011,09
2011-09-30,54.0,30.0,10.0,,,,,,,Investment,other,7500000,54.0,138888.888889,15.8304137118,2011,09
2011-10-01,40.0,25.0,3.0,,,,,,,Investment,other,5900000,40.0,147500.0,15.5904630784,2011,10
2011-10-01,59.0,42.0,8.0,,,,,,,Investment,other,9550000,59.0,161864.40678,16.0720518172,2011,10
2011-10-01,77.0,45.0,10.0,,,,,,,Investment,other,8600000,77.0,111688.311688,15.9672728775,2011,10
2011-10-01,42.0,22.0,24.0,,,,,,,Investment,Mitino,2312800,42.0,55066.6666667,14.6539699021,2011,10
2011-10-03,38.0,23.0,4.0,,,,,,,Investment,other,6200000,38.0,163157.894737,15.6400600113,2011,10
2011-10-03,36.0,18.0,5.0,,,,,,,Investment,other,4833000,36.0,134250.0,15.3909781577,2011,10
2011-10-03,44.0,28.0,2.0,,,,,,,Investment,other,5300000,44.0,120454.545455,15.4832175672,2011,10
2011-10-03,37.0,19.0,11.0,,,,,,,Investment,Zapadnoe Degunino,5150000,37.0,139189.189189,15.4545074668,2011,10
2011-10-03,51.0,33.0,1.0,,,,,,,Investment,other,1000000,51.0,19607.8431373,13.815511558,2011,10
2011-10-03,37.0,19.0,6.0,,,,,,,Investment,Vyhino-Zhulebino,5098000,37.0,137783.783784,15.4443590601,2011,10
2011-10-03,46.0,29.0,9.0,,,,,,,Investment,Tekstil'shhiki,5500000,46.0,119565.217391,15.520258832,2011,10
2011-10-03,38.0,37.0,11.0,,,,,,,Investment,other,6000000,38.0,157894.736842,15.6072701939,2011,10
2011-10-03,34.0,19.0,10.0,,,,,,,Investment,Ljublino,4800000,34.0,141176.470588,15.3841266842,2011,10
2011-10-04,43.0,25.0,1.0,,,,,,,Investment,other,5500000,43.0,127906.976744,15.520258832,2011,10
2011-10-04,56.0,39.0,4.0,,,,,,,Investment,Bogorodskoe,2000000,56.0,35714.2857143,14.5086582385,2011,10
2011-10-04,35.0,35.0,6.0,,,,,,,Investment,Juzhnoe Butovo,5000000,35.0,142857.142857,15.4249486704,2011,10
2011-10-04,75.0,46.0,12.0,,,,,,,Investment,other,9950000,75.0,132666.666667,16.1130832096,2011,10
2011-10-04,64.0,44.0,14.0,,,,,,,Investment,other,990000,64.0,15468.75,13.8054612322,2011,10
2011-10-04,96.0,51.0,16.0,,,,,,,Investment,other,14000000,96.0,145833.333333,16.454567959,2011,10
2011-10-04,52.0,34.0,4.0,,,,,,,Investment,Izmajlovo,7200000,52.0,138461.538462,15.7895917229,2011,10
2011-10-04,44.0,30.0,10.0,,,,,,,Investment,other,8400000,44.0,190909.090909,15.9437423829,2011,10
2011-10-04,39.0,39.0,10.0,,,,,,,Investment,other,2080000,39.0,53333.3333333,14.5478789324,2011,10
2011-10-04,35.0,20.0,11.0,,,,,,,Investment,other,5750000,35.0,164285.714286,15.5647105867,2011,10
2011-10-05,63.0,60.0,12.0,,,,,,,Investment,other,10011000,63.0,158904.761905,16.1191951463,2011,10
2011-10-05,50.0,29.0,9.0,,,,,,,Investment,Strogino,1000000,50.0,20000.0,13.815511558,2011,10
2011-10-05,51.0,50.0,16.0,,,,,,,Investment,other,7100000,51.0,139215.686275,15.7756054829,2011,10
2011-10-05,76.0,45.0,11.0,,,,,,,Investment,other,2000000,76.0,26315.7894737,14.5086582385,2011,10
2011-10-05,45.0,30.0,6.0,,,,,,,Investment,other,6600000,45.0,146666.666667,15.7025803585,2011,10
2011-10-05,32.0,19.0,9.0,,,,,,,Investment,other,5300000,32.0,165625.0,15.4832175672,2011,10
2011-10-05,64.0,28.0,10.0,,,,,,,Investment,other,2630000,64.0,41093.75,14.7824947844,2011,10
2011-10-06,66.0,17.0,2.0,,,,,,,Investment,other,2600000,66.0,39393.9393939,14.7710223876,2011,10
2011-10-06,38.0,19.0,8.0,,,,,,,Investment,other,4550000,38.0,119736.842105,15.3306380107,2011,10
2011-10-06,37.0,22.0,6.0,,,,,,,Investment,other,7400000,37.0,200000.0,15.8169906933,2011,10
2011-10-07,46.0,28.0,3.0,,,,,,,Investment,Vyhino-Zhulebino,5300000,46.0,115217.391304,15.4832175672,2011,10
2011-10-07,74.0,46.0,17.0,,,,,,,Investment,other,8900000,74.0,120270.27027,16.0015619471,2011,10
2011-10-07,30.0,17.0,7.0,,,,,,,Investment,other,4950000,30.0,165000.0,15.4148983366,2011,10
2011-10-07,53.0,30.0,13.0,,,,,,,Investment,other,7800000,53.0,147169.811321,15.8696344199,2011,10
2011-10-07,133.0,64.0,2.0,,,,,,,Investment,Izmajlovo,17600000,133.0,132330.827068,16.6834095168,2011,10
2011-10-07,47.0,31.0,1.0,,,,,,,Investment,Gol'janovo,1000000,47.0,21276.5957447,13.815511558,2011,10
2011-10-07,50.0,30.0,9.0,,,,,,,Investment,Juzhnoe Butovo,990000,50.0,19800.0,13.8054612322,2011,10
2011-10-07,34.0,19.0,8.0,,,,,,,Investment,other,1000000,34.0,29411.7647059,13.815511558,2011,10
2011-10-07,66.0,42.0,7.0,,,,,,,Investment,other,990000,66.0,15000.0,13.8054612322,2011,10
2011-10-07,63.0,33.0,2.0,,,,,,,Investment,Juzhnoe Butovo,9000000,63.0,142857.142857,16.0127352464,2011,10
2011-10-07,43.0,21.0,7.0,,,,,,,Investment,other,6700000,43.0,155813.953488,15.7176182336,2011,10
2011-10-08,45.0,44.0,5.0,,,,,,,Investment,Bogorodskoe,990000,45.0,22000.0,13.8054612322,2011,10
2011-10-08,34.0,20.0,7.0,,,,,,,Investment,other,4000000,34.0,117647.058824,15.2018051691,2011,10
2011-10-08,43.0,28.0,9.0,,,,,,,Investment,other,4450000,43.0,103488.372093,15.3084148789,2011,10
2011-10-10,76.0,74.0,7.0,,,,,,,Investment,other,12500000,76.0,164473.684211,16.3412392823,2011,10
2011-10-10,32.0,19.0,8.0,,,,,,,Investment,other,3775000,32.0,117968.75,15.1439112056,2011,10
2011-10-11,50.0,30.0,5.0,,,,,,,Investment,other,9500000,50.0,190000.0,16.0668024618,2011,10
2011-10-11,32.0,18.0,8.0,,,,,,,Investment,other,990000,32.0,30937.5,13.8054612322,2011,10
2011-10-11,72.0,45.0,1.0,,,,,,,Investment,other,7000000,72.0,97222.2222222,15.7614208499,2011,10
2011-10-11,45.0,30.0,3.0,,,,,,,Investment,Otradnoe,6504000,45.0,144533.333333,15.687928084,2011,10
2011-10-11,54.0,37.0,4.0,,,,,,,Investment,other,12900000,54.0,238888.888889,16.3727379469,2011,10
2011-10-12,30.0,18.0,1.0,,,,,,,Investment,other,500000,30.0,16666.6666667,13.1223653774,2011,10
2011-10-12,39.0,18.0,8.0,,,,,,,Investment,other,9500000,39.0,243589.74359,16.0668024618,2011,10
2011-10-12,51.0,30.0,15.0,,,,,,,Investment,Solncevo,7100000,51.0,139215.686275,15.7756054829,2011,10
2011-10-12,74.0,45.0,7.0,,,,,,,Investment,other,990000,74.0,13378.3783784,13.8054612322,2011,10
2011-10-12,41.0,25.0,5.0,,,,,,,Investment,Tekstil'shhiki,5350000,41.0,130487.804878,15.4926073058,2011,10
2011-10-12,37.0,16.0,9.0,,,,,,,Investment,other,8600000,37.0,232432.432432,15.9672728775,2011,10
2011-10-12,44.0,28.0,4.0,,,,,,,Investment,other,5950000,44.0,135227.272727,15.5989019456,2011,10
2011-10-13,38.0,34.0,3.0,,,,,,,Investment,other,2900000,38.0,76315.7894737,14.8802216398,2011,10
2011-10-13,26.0,1.0,6.0,,,,,,,Investment,other,4146000,26.0,159461.538462,15.2376548132,2011,10
2011-10-13,34.0,19.0,9.0,,,,,,,Investment,Bogorodskoe,5200000,34.0,152941.176471,15.4641693759,2011,10
2011-10-13,52.0,30.0,1.0,,,,,,,Investment,other,6300000,52.0,121153.846154,15.6560603501,2011,10
2011-10-13,74.0,43.0,14.0,,,,,,,Investment,Zapadnoe Degunino,1000000,74.0,13513.5135135,13.815511558,2011,10
2011-10-13,46.0,27.0,14.0,,,,,,,Investment,Izmajlovo,7200000,46.0,156521.73913,15.7895917229,2011,10
2011-10-13,77.0,40.0,15.0,,,,,,,Investment,other,13800000,77.0,179220.779221,16.4401792226,2011,10
2011-10-13,44.0,20.0,8.0,,,,,,,Investment,other,6200000,44.0,140909.090909,15.6400600113,2011,10
2011-10-13,54.0,31.0,1.0,,,,,,,Investment,Bogorodskoe,6800000,54.0,125925.925926,15.7324333172,2011,10
2011-10-13,74.0,72.0,8.0,,,,,,,Investment,Krjukovo,7200000,74.0,97297.2972973,15.7895917229,2011,10
2011-10-13,46.0,28.0,4.0,,,,,,,Investment,other,6350000,46.0,138043.478261,15.6639655283,2011,10
2011-10-13,32.0,19.0,8.0,,,,,,,Investment,Gol'janovo,4750000,32.0,148437.5,15.3736553865,2011,10
2011-10-14,50.0,30.0,8.0,,,,,,,Investment,other,6100000,50.0,122000.0,15.6237994931,2011,10
2011-10-14,58.0,43.0,4.0,,,,,,,Investment,other,8100000,58.0,139655.172414,15.9073747431,2011,10
2011-10-14,54.0,32.0,15.0,,,,,,,Investment,other,6800000,54.0,125925.925926,15.7324333172,2011,10
2011-10-14,32.0,17.0,3.0,,,,,,,Investment,other,4650000,32.0,145312.5,15.3523779926,2011,10
2011-10-14,78.0,47.0,6.0,,,,,,,Investment,other,5759000,78.0,73833.3333333,15.5662745801,2011,10
2011-10-14,51.0,31.0,12.0,,,,,,,Investment,Vyhino-Zhulebino,990000,51.0,19411.7647059,13.8054612322,2011,10
2011-10-14,36.0,34.0,2.0,,,,,,,Investment,other,2000000,36.0,55555.5555556,14.5086582385,2011,10
2011-10-14,57.0,33.0,2.0,,,,,,,Investment,other,6100000,57.0,107017.54386,15.6237994931,2011,10
2011-10-14,39.0,20.0,8.0,,,,,,,Investment,other,1200000,39.0,30769.2307692,13.9978329481,2011,10
2011-10-14,61.0,42.0,1.0,,,,,,,Investment,other,11000000,61.0,180327.868852,16.2134059217,2011,10
2011-10-14,52.0,30.0,5.0,,,,,,,Investment,Bogorodskoe,7950000,52.0,152884.615385,15.8886826124,2011,10
2011-10-14,48.0,31.0,5.0,,,,,,,Investment,other,8000000,48.0,166666.666667,15.8949522246,2011,10
2011-10-15,39.0,21.0,6.0,,,,,,,Investment,other,4950000,39.0,126923.076923,15.4148983366,2011,10
2011-10-15,32.5,32.5,7.0,,,,,,,Investment,other,5000000,32.5,153846.153846,15.4249486704,2011,10
2011-10-15,51.0,31.0,15.0,,,,,,,Investment,other,8300000,51.0,162745.098039,15.9317661932,2011,10
2011-10-15,33.0,32.0,5.0,,,,,,,Investment,other,4800000,33.0,145454.545455,15.3841266842,2011,10
2011-10-15,40.0,20.0,3.0,,,,,,,Investment,other,4850000,40.0,121250.0,15.3944894691,2011,10
2011-10-15,47.0,29.0,3.0,,,,,,,Investment,Otradnoe,2000000,47.0,42553.1914894,14.5086582385,2011,10
2011-10-15,37.0,19.0,1.0,,,,,,,Investment,other,5900000,37.0,159459.459459,15.5904630784,2011,10
2011-10-15,44.0,27.0,4.0,,,,,,,Investment,other,6000000,44.0,136363.636364,15.6072701939,2011,10
2011-10-17,32.0,20.0,2.0,,,,,,,Investment,other,4700000,32.0,146875.0,15.3630732794,2011,10
2011-10-17,53.0,32.0,1.0,,,,,,,Investment,other,6100000,53.0,115094.339623,15.6237994931,2011,10
2011-10-17,55.0,35.0,3.0,,,,,,,Investment,Bogorodskoe,7450000,55.0,135454.545455,15.8237247246,2011,10
2011-10-17,51.0,28.0,3.0,,,,,,,Investment,other,5000000,51.0,98039.2156863,15.4249486704,2011,10
2011-10-17,32.0,19.0,7.0,,,,,,,Investment,other,4750000,32.0,148437.5,15.3736553865,2011,10
2011-10-17,22.0,14.0,9.0,,,,,,,Investment,other,3500000,22.0,159090.909091,15.0682738122,2011,10
2011-10-18,36.0,17.0,10.0,,,,,,,Investment,other,2000000,36.0,55555.5555556,14.5086582385,2011,10
2011-10-18,44.0,27.0,1.0,,,,,,,Investment,other,6000000,44.0,136363.636364,15.6072701939,2011,10
2011-10-18,62.0,34.0,7.0,,,,,,,Investment,Izmajlovo,1000000,62.0,16129.0322581,13.815511558,2011,10
2011-10-18,43.0,27.0,7.0,,,,,,,Investment,Birjulevo Vostochnoe,1500000,43.0,34883.7209302,14.2209763327,2011,10
2011-10-18,51.0,30.0,3.0,,,,,,,Investment,other,8150000,51.0,159803.921569,15.9135286079,2011,10
2011-10-18,102.0,64.0,11.0,,,,,,,Investment,other,4600000,102.0,45098.0392157,15.3415670789,2011,10
2011-10-18,117.0,108.0,20.0,,,,,,,OwnerOccupier,other,14103600,117.0,120543.589744,16.4619407128,2011,10
2011-10-18,31.0,20.0,1.0,,,,,,,Investment,Nagatinskij Zaton,5600000,31.0,180645.16129,15.5382773343,2011,10
2011-10-18,59.0,42.0,9.0,,,,,,,Investment,other,6200000,59.0,105084.745763,15.6400600113,2011,10
2011-10-19,30.0,18.0,3.0,,,,,,,Investment,Ljublino,4450000,30.0,148333.333333,15.3084148789,2011,10
2011-10-19,54.0,32.0,13.0,,,,,,,Investment,other,7050000,54.0,130555.555556,15.7685383166,2011,10
2011-10-19,46.0,22.0,11.0,,,,,,,Investment,other,1000000,46.0,21739.1304348,13.815511558,2011,10
2011-10-19,39.0,22.0,18.0,,,,,,,Investment,other,6800000,39.0,174358.974359,15.7324333172,2011,10
2011-10-19,38.0,18.0,2.0,,,,,,,Investment,other,1000000,38.0,26315.7894737,13.815511558,2011,10
2011-10-19,59.0,38.0,2.0,,,,,,,Investment,other,6450000,59.0,109322.033898,15.6795908438,2011,10
2011-10-20,44.0,29.0,4.0,,,,,,,Investment,other,6900000,44.0,156818.181818,15.7470321145,2011,10
2011-10-20,54.0,35.0,5.0,,,,,,,Investment,other,7000000,54.0,129629.62963,15.7614208499,2011,10
2011-10-20,60.0,42.0,2.0,,,,,,,Investment,other,7500000,60.0,125000.0,15.8304137118,2011,10
2011-10-20,34.0,19.0,3.0,,,,,,,Investment,Solncevo,5200000,34.0,152941.176471,15.4641693759,2011,10
2011-10-20,86.0,50.0,18.0,,,,,,,Investment,Mar'ino,10800000,86.0,125581.395349,16.1950567847,2011,10
2011-10-20,36.0,19.0,8.0,,,,,,,Investment,other,5250000,36.0,145833.333333,15.473738825,2011,10
2011-10-20,74.0,45.0,11.0,,,,,,,Investment,Juzhnoe Butovo,9850000,74.0,133108.108108,16.1029821147,2011,10
2011-10-20,39.0,21.0,6.0,,,,,,,Investment,other,5700000,39.0,146153.846154,15.5559769082,2011,10
2011-10-20,85.0,54.0,9.0,,,,,,,Investment,other,1000000,85.0,11764.7058824,13.815511558,2011,10
2011-10-20,36.0,19.0,11.0,,,,,,,Investment,other,2000000,36.0,55555.5555556,14.5086582385,2011,10
2011-10-20,44.0,28.0,7.0,,,,,,,Investment,other,5550000,44.0,126136.363636,15.5293086659,2011,10
2011-10-20,38.0,20.0,12.0,,,,,,,Investment,Juzhnoe Butovo,3000000,38.0,78947.3684211,14.91412318,2011,10
2011-10-20,47.0,31.0,3.0,,,,,,,Investment,other,6500000,47.0,138297.87234,15.6873128887,2011,10
2011-10-20,42.0,26.0,4.0,,,,,,,Investment,Nagatinskij Zaton,6400000,42.0,152380.952381,15.6718087046,2011,10
2011-10-21,115.0,60.0,7.0,,,,,,,Investment,other,37000000,115.0,321739.130435,17.4264284976,2011,10
2011-10-21,32.0,18.0,1.0,,,,,,,Investment,other,4450000,32.0,139062.5,15.3084148789,2011,10
2011-10-21,30.0,18.0,8.0,,,,,,,Investment,other,5000000,30.0,166666.666667,15.4249486704,2011,10
2011-10-21,37.0,22.0,4.0,,,,,,,Investment,Bogorodskoe,6000000,37.0,162162.162162,15.6072701939,2011,10
2011-10-21,44.0,30.0,3.0,,,,,,,Investment,other,5600000,44.0,127272.727273,15.5382773343,2011,10
2011-10-21,35.0,22.0,5.0,,,,,,,Investment,Birjulevo Vostochnoe,4300000,35.0,122857.142857,15.2741258132,2011,10
2011-10-21,30.0,18.0,3.0,,,,,,,Investment,other,4400000,30.0,146666.666667,15.2971153262,2011,10
2011-10-22,78.0,74.0,3.0,,,,,,,Investment,other,11900000,78.0,152564.102564,16.2920490421,2011,10
2011-10-22,98.0,94.0,,,,,,,,Investment,other,11500000,98.0,117346.938776,16.2578576803,2011,10
2011-10-22,32.0,21.0,7.0,,,,,,,Investment,other,5050000,32.0,157812.5,15.4348989993,2011,10
2011-10-22,80.0,48.0,11.0,,,,,,,Investment,Mar'ino,2000000,80.0,25000.0,14.5086582385,2011,10
2011-10-22,68.0,47.0,2.0,,,,,,,Investment,other,10239000,68.0,150573.529412,16.1417146142,2011,10
2011-10-22,38.0,20.0,2.0,,,,,,,Investment,other,4950000,38.0,130263.157895,15.4148983366,2011,10
2011-10-22,38.0,19.0,7.0,,,,,,,Investment,other,5300000,38.0,139473.684211,15.4832175672,2011,10
2011-10-24,43.0,27.0,6.0,,,,,,,Investment,Horoshevo-Mnevniki,1000000,43.0,23255.8139535,13.815511558,2011,10
2011-10-24,98.0,55.0,12.0,,,,,,,Investment,Otradnoe,18000000,98.0,183673.469388,16.7058823714,2011,10
2011-10-24,31.0,20.0,2.0,,,,,,,Investment,other,1200000,31.0,38709.6774194,13.9978329481,2011,10
2011-10-24,49.0,29.0,,,,,,,,Investment,Nagatinskij Zaton,8300000,49.0,169387.755102,15.9317661932,2011,10
2011-10-24,38.0,19.0,15.0,,,,,,,Investment,other,5500000,38.0,144736.842105,15.520258832,2011,10
2011-10-24,37.0,19.0,10.0,,,,,,,Investment,other,6150000,37.0,166216.216216,15.6319628024,2011,10
2011-10-24,104.0,64.0,7.0,,,,,,,Investment,other,4210429,104.0,40484.8942308,15.2530753382,2011,10
2011-10-24,45.0,28.0,5.0,,,,,,,Investment,Gol'janovo,5500000,45.0,122222.222222,15.520258832,2011,10
2011-10-25,33.0,19.0,9.0,,,,,,,Investment,other,1000000,33.0,30303.030303,13.815511558,2011,10
2011-10-25,39.0,39.0,10.0,,,,,,,Investment,other,5000000,39.0,128205.128205,15.4249486704,2011,10
2011-10-25,53.0,52.0,7.0,,,,,,,Investment,Mitino,1000000,53.0,18867.9245283,13.815511558,2011,10
2011-10-25,37.0,23.0,,,,,,,,Investment,Nagatinskij Zaton,2000000,37.0,54054.0540541,14.5086582385,2011,10
2011-10-25,36.0,20.0,5.0,,,,,,,Investment,other,6500000,36.0,180555.555556,15.6873128887,2011,10
2011-10-25,54.0,38.0,3.0,,,,,,,Investment,other,7200000,54.0,133333.333333,15.7895917229,2011,10
2011-10-25,54.0,35.0,2.0,,,,,,,Investment,other,6700000,54.0,124074.074074,15.7176182336,2011,10
2011-10-25,102.0,64.0,8.0,,,,,,,Investment,other,18100000,102.0,177450.980392,16.7114225515,2011,10
2011-10-25,38.0,19.0,15.0,,,,,,,Investment,other,7150000,38.0,188157.894737,15.7826230545,2011,10
2011-10-25,33.0,14.0,8.0,,,,,,,Investment,Juzhnoe Butovo,5700000,33.0,172727.272727,15.5559769082,2011,10
2011-10-25,30.0,18.0,3.0,,,,,,,Investment,other,4050000,30.0,135000.0,15.214227686,2011,10
2011-10-25,76.0,51.0,2.0,,,,,,,Investment,other,10600000,76.0,139473.684211,16.1763646534,2011,10
2011-10-26,44.0,29.0,8.0,,,,,,,Investment,other,5500000,44.0,125000.0,15.520258832,2011,10
2011-10-26,35.0,21.0,5.0,,,,,,,Investment,other,5750000,35.0,164285.714286,15.5647105867,2011,10
2011-10-26,72.0,45.0,10.0,,,,,,,Investment,other,13500000,72.0,187500.0,16.4182003175,2011,10
2011-10-26,32.0,18.0,6.0,,,,,,,Investment,Chertanovo Juzhnoe,4850000,32.0,151562.5,15.3944894691,2011,10
2011-10-26,84.0,43.0,21.0,,,,,,,Investment,other,7700000,84.0,91666.6666667,15.8567310167,2011,10
2011-10-26,45.0,26.0,5.0,,,,,,,Investment,Chertanovo Juzhnoe,2000000,45.0,44444.4444444,14.5086582385,2011,10
2011-10-26,42.0,19.0,8.0,,,,,,,Investment,other,1000000,42.0,23809.5238095,13.815511558,2011,10
2011-10-26,38.0,20.0,5.0,,,,,,,Investment,other,6197000,38.0,163078.947368,15.6395760233,2011,10
2011-10-26,37.0,23.0,7.0,,,,,,,Investment,other,6200000,37.0,167567.567568,15.6400600113,2011,10
2011-10-26,54.0,32.0,15.0,,,,,,,Investment,other,8590000,54.0,159074.074074,15.9661094104,2011,10
2011-10-26,43.0,28.0,2.0,,,,,,,Investment,other,3600000,43.0,83720.9302326,15.0964446812,2011,10
2011-10-26,45.0,27.0,,,,,,,,Investment,Chertanovo Juzhnoe,2825000,45.0,62777.7777778,14.8540192765,2011,10
2011-10-27,60.0,32.0,16.0,,,,,,,Investment,other,360000,60.0,6000.0,12.7938620882,2011,10
2011-10-27,50.0,28.0,14.0,,,,,,,Investment,other,9200000,50.0,184000.0,16.0347141507,2011,10
2011-10-27,17.0,13.0,4.0,,,,,,,Investment,other,3670000,17.0,215882.352941,15.1157024925,2011,10
2011-10-27,58.0,31.0,5.0,,,,,,,Investment,other,990000,58.0,17068.9655172,13.8054612322,2011,10
2011-10-27,58.0,38.0,8.0,,,,,,,Investment,other,9200000,58.0,158620.689655,16.0347141507,2011,10
2011-10-27,38.0,19.0,5.0,,,,,,,Investment,other,6120000,38.0,161052.631579,15.6270728179,2011,10
2011-10-28,93.0,54.0,5.0,,,,,,,Investment,other,11640000,93.0,125161.290323,16.2699580862,2011,10
2011-10-28,45.0,32.0,4.0,,,,,,,Investment,other,1000000,45.0,22222.2222222,13.815511558,2011,10
2011-10-28,32.0,17.0,3.0,,,,,,,Investment,other,5700000,32.0,178125.0,15.5559769082,2011,10
2011-10-28,57.0,43.0,1.0,,,,,,,Investment,Severnoe Tushino,6800000,57.0,119298.245614,15.7324333172,2011,10
2011-10-28,37.0,19.0,16.0,,,,,,,Investment,other,7500000,37.0,202702.702703,15.8304137118,2011,10
2011-10-28,39.0,17.0,13.0,,,,,,,Investment,Nekrasovka,1030000,39.0,26410.2564103,13.8450703311,2011,10
2011-10-28,42.0,19.0,9.0,,,,,,,Investment,Juzhnoe Butovo,1100000,42.0,26190.4761905,13.9108216469,2011,10
2011-10-28,41.0,27.0,7.0,,,,,,,Investment,Ljublino,4700000,41.0,114634.146341,15.3630732794,2011,10
2011-10-28,34.0,19.0,4.0,,,,,,,Investment,Nagatinskij Zaton,5000000,34.0,147058.823529,15.4249486704,2011,10
2011-10-28,44.0,27.0,9.0,,,,,,,Investment,other,6090000,44.0,138409.090909,15.6221588039,2011,10
2011-10-28,41.0,21.0,9.0,,,,,,,Investment,Vyhino-Zhulebino,5360000,41.0,130731.707317,15.4944747196,2011,10
2011-10-28,52.0,30.0,9.0,,,,,,,Investment,other,1000000,52.0,19230.7692308,13.815511558,2011,10
